seed,task,split,episode,missing_depth,occlusion,specular,clearance,fragility,probe_noise,action_criticality,clutter,contact_need
0,occluded_bin_grasping,nominal_depth,0,0.3329417282764382,0.5954388194458151,0.14116224247433773,0.5122095765364417,0.18567190968757336,0.0,0.7483115215913583,0.647219111451891,0.5706890015802041
0,occluded_bin_grasping,nominal_depth,1,0.2827213885054577,0.5825068145360641,0.16331805394462084,0.41685791685469875,0.09965940549214115,0.0,0.7470242037113207,0.6428463198484793,0.48509505183021545
0,occluded_bin_grasping,nominal_depth,2,0.27556136791193286,0.5673988275207451,0.1723017655711357,0.4563840932075923,0.1991556222919081,0.024009906409587327,0.7297079014363623,0.6657012480626212,0.5768226266996517
0,occluded_bin_grasping,nominal_depth,3,0.279787680403265,0.614782098631506,0.16931389568754127,0.41461670975568793,0.1922801996561636,0.0,0.7088663801703362,0.6539391474532644,0.5545754710086825
0,occluded_bin_grasping,nominal_depth,4,0.2924944229852543,0.5123538454851194,0.15941537903638764,0.45311905603663033,0.18397509511366683,0.0,0.718323117610521,0.6327562650213792,0.5163139884747335
0,occluded_bin_grasping,nominal_depth,5,0.2862004723593455,0.5617290557955641,0.10409226998056309,0.41005402696013704,0.1717292179755913,0.01234152052802759,0.7765785410083694,0.6900809116176566,0.5633814936530211
0,occluded_bin_grasping,nominal_depth,6,0.29441459939791903,0.589833106067395,0.07542855287903112,0.4596392444767301,0.1858651839534475,0.0052628409766248205,0.7636130248376698,0.6464270861152772,0.5267855115094439
0,occluded_bin_grasping,nominal_depth,7,0.2335763450048845,0.5869627635795378,0.12335144090565002,0.48999447906273225,0.16406446879304798,0.01541201390480845,0.7337578220291153,0.6469047987247039,0.5340966753663886
0,occluded_bin_grasping,nominal_depth,8,0.256322420647204,0.5137956725063012,0.14135832387124234,0.48147020812348185,0.17689104760928187,0.015834507572120127,0.722992026149977,0.6218258169139437,0.5732025038791044
0,occluded_bin_grasping,nominal_depth,9,0.24348284411963256,0.5599405822676784,0.15515062268591792,0.41846524520165174,0.14584875591720037,0.0,0.7242590420663102,0.6185664119235589,0.5466269088833954
0,occluded_bin_grasping,nominal_depth,10,0.2646173046890647,0.5146080908403511,0.19165976203846305,0.4437288763333583,0.21495246502925752,0.0356633534131403,0.7231918584029653,0.6814674213474569,0.5052320286706099
0,occluded_bin_grasping,nominal_depth,11,0.24158157451807177,0.5664576646569642,0.1415882179151514,0.435085700568899,0.20259412957571737,0.03039586129775625,0.7151103856496572,0.6817239825614205,0.4993568433341506
0,occluded_bin_grasping,nominal_depth,12,0.2896285481826422,0.5419436490887134,0.07825317542630666,0.44558176191368715,0.22313136809057435,0.006233762901950547,0.7344886318485755,0.6411585773584538,0.5262081540843658
0,occluded_bin_grasping,nominal_depth,13,0.2126633262052378,0.5944251795870799,0.14147856048249474,0.43591653360362903,0.21772930279055008,0.018794075890371503,0.7795358843815717,0.6377133448353008,0.5240052586430998
0,occluded_bin_grasping,nominal_depth,14,0.3034515145281664,0.5453603214327085,0.14058914691303592,0.46380130658083685,0.1667773707665073,0.013694983549255415,0.7269183836283075,0.6266539681588386,0.532297141852388
0,occluded_bin_grasping,nominal_depth,15,0.21272089425037113,0.5557323786157401,0.1636099960341325,0.461010830706448,0.16462028086390934,0.006528118703119634,0.7601117894694379,0.6488849090588124,0.5753541346653225
0,occluded_bin_grasping,nominal_depth,16,0.30674550351802476,0.596738751351913,0.13665632414225917,0.4304104659043851,0.13949817491826078,0.004961971606423289,0.7662889373137577,0.6788587628380685,0.5658003273575571
0,occluded_bin_grasping,nominal_depth,17,0.3429451793210796,0.5102958992148808,0.13306058575907279,0.4243192714147991,0.17627113938064481,0.0,0.7095551082263487,0.6563413441645509,0.49832457622136933
0,occluded_bin_grasping,nominal_depth,18,0.24948375291331248,0.5730405680387918,0.14314918027179108,0.4772996925203393,0.24207725293476606,0.0,0.7510199881118387,0.6457353241562392,0.5108946938735098
0,occluded_bin_grasping,nominal_depth,19,0.2545929172082965,0.6168154445855377,0.12156908464741026,0.4568867021776919,0.20203730514827306,0.0,0.7448983833884099,0.6646904468451246,0.5333713623197137
0,occluded_bin_grasping,nominal_depth,20,0.3167415490696974,0.6421279411682927,0.12749716089825694,0.45810766244461715,0.19944700930598497,0.01534997786773155,0.7242490593246049,0.6702443536088448,0.5420849873231318
0,occluded_bin_grasping,nominal_depth,21,0.2857468546054367,0.5502055050882951,0.07246821368959822,0.4759763433144327,0.14261483477143308,0.0,0.7058620269871438,0.6961814479625701,0.5422408694269656
