rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,arxiv:2507.10776v1,rt-RISeg: Real-Time Model-Free Robot Interactive Segmentation for Active Instance-Level Object Understanding,2025,arXiv,http://arxiv.org/abs/2507.10776v1,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
2,doi:10.48550/arxiv.1908.01238,Learning Guided Convolutional Network for Depth Completion,2019,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1908.01238,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
3,doi:10.1002/aic.16180,"Model predictive control with active learning under model uncertainty: Why, when, and how",2018,AIChE Journal,https://doi.org/10.1002/aic.16180,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
4,arxiv:2603.12193v1,SaPaVe: Towards Active Perception and Manipulation in Vision-Language-Action Models for Robotics,2026,arXiv,http://arxiv.org/abs/2603.12193v1,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
5,arxiv:2504.01957v2,Toward Real-world BEV Perception: Depth Uncertainty Estimation via Gaussian Splatting,2025,arXiv,http://arxiv.org/abs/2504.01957v2,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
6,doi:10.1002/oca.3192,Optimal and robust control methodologies for 4DOF active suspension systems: A comparative study with uncertainty considerations,2024,Optimal Control Applications and Methods,https://doi.org/10.1002/oca.3192,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
7,doi:10.1109/cvpr52734.2025.01596,Toward Real-world BEV Perception: Depth Uncertainty Estimation via Gaussian Splatting,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52734.2025.01596,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
8,arxiv:2308.15684v2,Interactively Robot Action Planning with Uncertainty Analysis and Active Questioning by Large Language Model,2023,arXiv,http://arxiv.org/abs/2308.15684v2,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
9,doi:10.3390/sym18030394,PI-VLA: Adaptive Symmetry-Aware Decision-Making for Long-Horizon Vision–Language–Action Manipulation,2026,Symmetry,https://doi.org/10.3390/sym18030394,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
10,doi:10.1115/dscc2017-5097,System Identification and Optimal Control of Half-Car Active Suspension System Using a Single Noisy IMU With Position Uncertainty,2017,"Volume 2: Mechatronics; Estimation and Identification; Uncertain Systems and Robustness; Path Planning and Motion Control; Tracking Control Systems; Multi-Agent and Networked Systems; Manufacturing; Intelligent Transportation and Vehicles; Sensors and Actuators; Diagnostics and Detection; Unmanned, Ground and Surface Robotics; Motion and Vibration Control Applications",https://doi.org/10.1115/dscc2017-5097,Addresses active perception for robotics or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Interactive depth completion keeps action-critical alternatives explicit until a physical observation collapses them.
